id,address,address2,tel,fax,category,prefecture,district,update_status,pic_appearance,pic_map,type,lat,lng
1,ฝ่ายลูกค้าสัมพันธ์,อาคารแคปปิตอลทาวเวอร์ออลซีซั่นส์เพลสชั้น12,1751,02-257-7920,สำนักงานใหญ่,กรุงเทพมหานคร,ปทุมวัน,Yes,default.jpg,default.jpg,HQ(call center),13.738833,100.547308
2,อาคารธนิยะชั้น2สีลม,ติดกับทางเชื่อมสถานีรถไฟศาลาแดง62ถนนสีลมกรุงเทพ10330,02-632-6700,02-632-6709,สึลม,กรุงเทพมหานคร,,Yes,,default.jpg,Branch,13.728765,100.534002
3,บิ๊กซีเอ๊กซ์ตร้ารัชดา(คาร์ฟูร์เดิม),ชั้น1ข้างร้านเอ็มเค(MK),,,จุดให้บริการในกรุงเทพฯ และปริมณฑล,กรุงเทพมหานคร,,,default.jpg,,Servicepoint,13.7687103,100.571841
4,บิ๊กซีดาวคะนอง,ชั้น2เยื้องร้านบิ๊กคาเมร่า(Big Camera),,,จุดให้บริการในกรุงเทพฯ และปริมณฑล,กรุงเทพมหานคร,,,default.jpg,default.jpg,Servicepoint,13.69906994,100.4824322
5,N mark plaza (น้อมจิตต์บางกะปิ),ชั้น2หลังจอทีวีพลาสมาติดทางเชื่อมระหว่างเดอะมอลล์กับห้างน้อมจิตต์,,,จุดให้บริการในกรุงเทพฯ และปริมณฑล,กรุงเทพมหานคร,,,,default.jpg,Servicepoint,13.767742,100.642791
6,บิ๊กซีหัวหมาก(รามคำแหง),ชั้นใต้ดินตรงข้ามร้านดีแทค(DTAC),,,จุดให้บริการในกรุงเทพฯ และปริมณฑล,กรุงเทพมหานคร,,,,default.jpg,Servicepoint,13.75552015,100.6128171
7,บิ๊กซีสะพานใหม่,ชั้น1ข้างร้านโอเรียนทอลพริ๊นเซส(Oriental Princess),,,จุดให้บริการในกรุงเทพฯ และปริมณฑล,กรุงเทพมหานคร,,,default.jpg,default.jpg,Servicepoint,13.890992,100.606296
8,บิ๊กซีพระราม2,ชั้น1หน้าร้านเอสแอนด์พี(S&P),,,จุดให้บริการในกรุงเทพฯ และปริมณฑล,กรุงเทพมหานคร,,,default.jpg,,Servicepoint,13.661469,100.440548
9,บางแคพลาซ่า,ตรงข้ามเดอะมอลล์บางแค36/4ม.4ซ.เพชรเกษม47/2ถ.เพชรเกษมแขวงบางแคเขตบางแคกทม.,,,จุดให้บริการในกรุงเทพฯ และปริมณฑล,กรุงเทพมหานคร,,,,default.jpg,Servicepoint,13.710333,100.408766
10,บิ๊กซีบางนา,ชั้น1ตรงข้ามเคเอฟซี(KFC)ติดร้านโอเรียนทอลพริ้นเซส(Oriental Princess),,,จุดให้บริการในกรุงเทพฯ และปริมณฑล,กรุงเทพมหานคร,,,,,Servicepoint,13.668862,100.635734
